,villa_name,price,agents,position,locality
394,"3 BHK Apartment in Lansum Eden GardensKondapur, Hyderabad","Specifications 6.59 Cr11,000 / sq ft5999 Area in sq ftUnder ConstructionConstruction Status",Renu RSRAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
395,"3 BHK Apartment in Lansum Eden GardensKondapur, Hyderabad","Specifications 1.56 Cr7,699 / sq ft2035 Area in sq ftUnder ConstructionConstruction Status",Renu RSRAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
396,"3 BHK Apartment in Lansum Eden GardensKondapur, Hyderabad","Specifications 99 L7,996 / sq ft1238 Area in sq ftReady to moveConstruction Status",PV Infra pvt LTDAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
397,"3 BHK Apartment in Lansum Eden GardensKondapur, Hyderabad","Specifications 93.32 L7,731 / sq ft1207 Area in sq ftReady to moveConstruction Status",PV Infra pvt LTDAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
398,"3 BHK Apartment in Lansum Eden GardensKondapur, Hyderabad","Specifications 99 L7,996 / sq ft1238 Area in sq ftReady to moveConstruction Status",PV Infra pvt LTDAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
399,"3 BHK Apartment in Lansum Eden GardensKondapur, Hyderabad","Specifications 99 L7,996 / sq ft1238 Area in sq ftReady to moveConstruction Status",PV Infra pvt LTDAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
400,"3 BHK ApartmentKondapur, Hyderabad","Specifications 97.92 L6,400 / sq ft1530 Area in sq ftUnder ConstructionConstruction Status",PV Infra pvt LTDAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
401,"3 BHK ApartmentKondapur, Hyderabad","Specifications 78.72 L6,400 / sq ft1230 Area in sq ftUnder ConstructionConstruction Status",PV Infra pvt LTDAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
402,"3 BHK ApartmentKondapur, Hyderabad","Specifications 80.89 L6,300 / sq ft1284 Area in sq ftUnder ConstructionConstruction Status",Renu RSRAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
403,"3 BHK ApartmentKondapur, Hyderabad","Specifications 98.82 L6,700 / sq ft1475 Area in sq ftUnder ConstructionConstruction Status",Renu RSRAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
404,"3 BHK ApartmentKondapur, Hyderabad","Specifications 98.82 L6,700 / sq ft1475 Area in sq ftUnder ConstructionConstruction Status",Renu RSRAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
405,"3 BHK ApartmentKondapur, Hyderabad","Specifications 82.5 L5,500 / sq ft1500 Area in sq ftUnder ConstructionConstruction Status",PV Infra pvt LTDAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
406,"3 BHK ApartmentKondapur, Hyderabad","Specifications 82.5 L5,500 / sq ft1500 Area in sq ftUnder ConstructionConstruction Status",PV Infra pvt LTDAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
407,"3 BHK ApartmentKondapur, Hyderabad","Specifications 82.5 L5,463 / sq ft1510 Area in sq ftUnder ConstructionConstruction Status",PV Infra pvt LTDAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
408,"3 BHK ApartmentKondapur, Hyderabad","Specifications 98.82 L6,700 / sq ft1475 Area in sq ftUnder ConstructionConstruction Status",Renu RSRAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
409,"3 BHK ApartmentKondapur, Hyderabad","Specifications 98.82 L6,700 / sq ft1475 Area in sq ftUnder ConstructionConstruction Status",Renu RSRAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
410,"3 BHK ApartmentKondapur, Hyderabad","Specifications 77.04 L6,000 / sq ft1284 Area in sq ftUnder ConstructionConstruction Status",Renu RSRAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
411,"3 BHK ApartmentKondapur, Hyderabad","Specifications 82 L5,466 / sq ft1500 Area in sq ftUnder ConstructionConstruction Status",PV Infra pvt LTDAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
412,"3 BHK ApartmentKondapur, Hyderabad","Specifications 82.5 L5,500 / sq ft1500 Area in sq ftUnder ConstructionConstruction Status",PV Infra pvt LTDAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
413,"3 BHK ApartmentKondapur, Hyderabad","Specifications 85.12 L5,600 / sq ft1520 Area in sq ftUnder ConstructionConstruction Status",PV Infra pvt LTDAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
414,"3 BHK ApartmentKondapur, Hyderabad","Specifications 83.6 L5,500 / sq ft1520 Area in sq ftUnder ConstructionConstruction Status",PV Infra pvt LTDAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
415,"3 BHK ApartmentKondapur, Hyderabad","Specifications 98.82 L6,700 / sq ft1475 Area in sq ftUnder ConstructionConstruction Status",Renu RSRAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
416,"3 BHK ApartmentKondapur, Hyderabad","Specifications 80.89 L6,300 / sq ft1284 Area in sq ftUnder ConstructionConstruction Status",Renu RSRAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
417,"3 BHK ApartmentKondapur, Hyderabad","Specifications 98.82 L6,700 / sq ft1475 Area in sq ftUnder ConstructionConstruction Status",Renu RSRAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
418,"3 BHK ApartmentKondapur, Hyderabad","Specifications 71.07 L5,700 / sq ft1247 Area in sq ftUnder ConstructionConstruction Status",PV Infra pvt LTDAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
419,"3 BHK ApartmentKondapur, Hyderabad","Specifications 80.89 L6,300 / sq ft1284 Area in sq ftUnder ConstructionConstruction Status",Renu RSRAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
420,"2 BHK Apartment in GHR TitaniaKondapur, Hyderabad","Specifications 86.98 L6,849 / sq ft1270 Area in sq ftUnder ConstructionConstruction Status",Gopal KrishnaAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
421,"2 BHK Apartment in GHR TitaniaKondapur, Hyderabad","Specifications 98.35 L7,200 / sq ft1366 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
422,"2 BHK Apartment in GHR TitaniaKondapur, Hyderabad","Specifications 1 Cr7,200 / sq ft1400 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
423,"2 BHK Apartment in GHR TitaniaKondapur, Hyderabad","Specifications 1.01 Cr7,200 / sq ft1410 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
424,"2 BHK Apartment in GHR TitaniaKondapur, Hyderabad","Specifications 1.04 Cr7,200 / sq ft1451 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
425,"2 BHK Apartment in GHR TitaniaKondapur, Hyderabad","Specifications 1.13 Cr7,200 / sq ft1581 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
426,"2 BHK Apartment in GHR TitaniaKondapur, Hyderabad","Specifications 1.15 Cr7,200 / sq ft1611 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
427,"2 BHK Apartment in GHR TitaniaKondapur, Hyderabad","Specifications 1.16 Cr7,200 / sq ft1617 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
428,"2 BHK Apartment in GHR TitaniaKondapur, Hyderabad","Specifications 1.27 Cr7,200 / sq ft1776 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
429,"2 BHK Apartment in GHR TitaniaKondapur, Hyderabad","Specifications 1.36 Cr7,200 / sq ft1901 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
430,"2 BHK Apartment in GHR TitaniaKondapur, Hyderabad","Specifications 1.4 Cr7,200 / sq ft1956 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
431,"2 BHK Apartment in GHR TitaniaKondapur, Hyderabad","Specifications 1.54 Cr7,200 / sq ft2141 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
432,"2 BHK Apartment in GHR TitaniaKondapur, Hyderabad","Specifications 1.6 Cr7,200 / sq ft2236 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
433,"2 BHK Apartment in GHR TitaniaKondapur, Hyderabad","Specifications 1.81 Cr7,200 / sq ft2526 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
434,"2 BHK Apartment in GHR TitaniaKondapur, Hyderabad","Specifications 1.82 Cr7,200 / sq ft2531 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
435,"2 BHK Apartment in GHR TitaniaKondapur, Hyderabad","Specifications 1.08 Cr8,250 / sq ft1310 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
436,"2 BHK Apartment in GHR TitaniaKondapur, Hyderabad","Specifications 1.03 Cr8,250 / sq ft1250 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
437,"2 BHK Apartment in GHR TitaniaKondapur, Hyderabad","Specifications 1.05 Cr8,250 / sq ft1275 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
438,"2 BHK Apartment in GHR TitaniaKondapur, Hyderabad","Specifications 1.09 Cr8,250 / sq ft1325 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
439,"2 BHK Apartment in GHR TitaniaKondapur, Hyderabad","Specifications 1.1 Cr8,250 / sq ft1340 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
440,"3 BHK Apartment in Sumadhura HorizonKondapur, Hyderabad","Specifications 1.18 Cr8,250 / sq ft1435 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
441,"3 BHK Apartment in Sumadhura HorizonKondapur, Hyderabad","Specifications 2.23 Cr8,250 / sq ft2710 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
442,"3 BHK Apartment in Sumadhura HorizonKondapur, Hyderabad","Specifications 1.99 Cr8,250 / sq ft2420 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
443,"3 BHK Apartment in Sumadhura HorizonKondapur, Hyderabad","Specifications 2.05 Cr8,250 / sq ft2485 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
444,"3 BHK Apartment in Sumadhura HorizonKondapur, Hyderabad","Specifications 1.94 Cr8,250 / sq ft2360 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
445,"3 BHK Apartment in Sumadhura HorizonKondapur, Hyderabad","Specifications 1.59 Cr8,250 / sq ft1935 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
446,"3 BHK Apartment in Sumadhura HorizonKondapur, Hyderabad","Specifications 1.41 Cr8,250 / sq ft1720 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
447,"3 BHK Apartment in Sumadhura HorizonKondapur, Hyderabad","Specifications 1.6 Cr8,250 / sq ft1940 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
448,"3 BHK Apartment in Sumadhura HorizonKondapur, Hyderabad","Specifications 1.69 Cr8,250 / sq ft2060 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
449,"3 BHK Apartment in Sumadhura HorizonKondapur, Hyderabad","Specifications 1.97 Cr8,250 / sq ft2390 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
450,"3 BHK Apartment in Sumadhura HorizonKondapur, Hyderabad","Specifications 1.24 Cr8,250 / sq ft1505 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
451,"3 BHK Apartment in Sumadhura HorizonKondapur, Hyderabad","Specifications 1.51 Cr8,250 / sq ft1840 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
452,"3 BHK Apartment in Sumadhura HorizonKondapur, Hyderabad","Specifications 1.64 Cr8,250 / sq ft1990 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
453,"3 BHK Apartment in Sumadhura HorizonKondapur, Hyderabad","Specifications 1.65 Cr8,250 / sq ft2000 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
454,"3 BHK Apartment in Sumadhura HorizonKondapur, Hyderabad","Specifications 2.04 Cr8,250 / sq ft2475 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
455,"3 BHK Apartment in Sumadhura HorizonKondapur, Hyderabad","Specifications 2.07 Cr8,250 / sq ft2510 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
456,"3 BHK Apartment in Sumadhura HorizonKondapur, Hyderabad","Specifications 2.23 Cr8,250 / sq ft2710 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
457,"3 BHK Apartment in Sumadhura HorizonKondapur, Hyderabad","Specifications 99.28 L7,300 / sq ft1360 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
458,"3 BHK Apartment in Sumadhura HorizonKondapur, Hyderabad","Specifications 1.32 Cr7,300 / sq ft1810 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
459,"3 BHK Apartment in Sumadhura HorizonKondapur, Hyderabad","Specifications 1.34 Cr7,300 / sq ft1845 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
460,"3 BHK Apartment in Indis Viva CityKondapur, Hyderabad","Specifications 1.07 Cr7,300 / sq ft1475 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
461,"3 BHK Apartment in Indis Viva CityKondapur, Hyderabad","Specifications 1.07 Cr7,300 / sq ft1475 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
462,"3 BHK Apartment in Indis Viva CityKondapur, Hyderabad","Specifications 1.07 Cr7,300 / sq ft1476 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
463,"3 BHK Apartment in Indis Viva CityKondapur, Hyderabad","Specifications 99.79 L7,300 / sq ft1367 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
464,"3 BHK Apartment in Indis Viva CityKondapur, Hyderabad","Specifications 1.01 Cr7,300 / sq ft1390 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
465,"3 BHK Apartment in Indis Viva CityKondapur, Hyderabad","Specifications 1.04 Cr7,300 / sq ft1433 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
466,"3 BHK Apartment in Indis Viva CityKondapur, Hyderabad","Specifications 1.06 Cr7,300 / sq ft1457 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
467,"3 BHK Apartment in Indis Viva CityKondapur, Hyderabad","Specifications 1.4 Cr7,300 / sq ft1921 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
468,"3 BHK Apartment in Indis Viva CityKondapur, Hyderabad","Specifications 1.4 Cr7,300 / sq ft1931 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
469,"3 BHK Apartment in Indis Viva CityKondapur, Hyderabad","Specifications 1.75 Cr7,300 / sq ft2410 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
470,"3 BHK Apartment in Indis Viva CityKondapur, Hyderabad","Specifications 1.43 Cr7,300 / sq ft1970 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
471,"3 BHK Apartment in Indis Viva CityKondapur, Hyderabad","Specifications 1.42 Cr7,300 / sq ft1955 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
472,"3 BHK Apartment in Indis Viva CityKondapur, Hyderabad","Specifications 1.55 Cr7,300 / sq ft2135 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
473,"3 BHK Apartment in Indis Viva CityKondapur, Hyderabad","Specifications 1.89 Cr7,300 / sq ft2595 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
474,"3 BHK Apartment in Indis Viva CityKondapur, Hyderabad","Specifications 1.53 Cr7,300 / sq ft2097 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
475,"3 BHK Apartment in Indis Viva CityKondapur, Hyderabad","Specifications 1.53 Cr7,300 / sq ft2105 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
476,"3 BHK Apartment in Indis Viva CityKondapur, Hyderabad","Specifications 1.41 Cr7,300 / sq ft1933 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
477,"3 BHK Apartment in Indis Viva CityKondapur, Hyderabad","Specifications 1.42 Cr7,300 / sq ft1956 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
478,"3 BHK Apartment in Indis Viva CityKondapur, Hyderabad","Specifications 1.87 Cr7,300 / sq ft2566 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
479,"3 BHK Apartment in Indis Viva CityKondapur, Hyderabad","Specifications 1.86 Cr7,300 / sq ft2548 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
480,"3 BHK Apartment in Indis Viva CityKondapur, Hyderabad","Specifications 1.87 Cr7,300 / sq ft2567 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
481,"3 BHK Apartment in Indis Viva CityKondapur, Hyderabad","Specifications 1.83 Cr8,500 / sq ft1239 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
482,"3 BHK Apartment in Indis Viva CityKondapur, Hyderabad","Specifications 1.83 Cr8,500 / sq ft1790 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
483,"3 BHK Apartment in Indis Viva CityKondapur, Hyderabad","Specifications 1.83 Cr8,500 / sq ft1815 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
484,"3 BHK Apartment in Indis Viva CityKondapur, Hyderabad","Specifications 1.83 Cr8,500 / sq ft1840 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
485,"3 BHK Apartment in Indis Viva CityKondapur, Hyderabad","Specifications 1.83 Cr8,500 / sq ft1855 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
486,"3 BHK Apartment in Indis Viva CityKondapur, Hyderabad","Specifications 1.83 Cr8,500 / sq ft1290 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
487,"3 BHK Apartment in Indis Viva CityKondapur, Hyderabad","Specifications 1.96 Cr8,500 / sq ft1965 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
488,"3 BHK Apartment in Indis Viva CityKondapur, Hyderabad","Specifications 1.83 Cr8,500 / sq ft1620 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
489,"3 BHK Apartment in Indis Viva CityKondapur, Hyderabad","Specifications 2.31 Cr8,500 / sq ft2290 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
490,"3 BHK Apartment in Indis Viva CityKondapur, Hyderabad","Specifications 1.83 Cr8,500 / sq ft2045 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
491,"3 BHK Apartment in Indis Viva CityKondapur, Hyderabad","Specifications 3.36 Cr8,500 / sq ft3350 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
492,"3 BHK Apartment in Indis Viva CityKondapur, Hyderabad","Specifications 4.91 Cr8,500 / sq ft5780 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
493,"3 BHK Apartment in Indis Viva CityKondapur, Hyderabad","Specifications 4.76 Cr8,500 / sq ft5600 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
494,"3 BHK Apartment in Indis Viva CityKondapur, Hyderabad","Specifications 1.39 Cr7,900 / sq ft1765 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
495,"3 BHK Apartment in Indis Viva CityKondapur, Hyderabad","Specifications 1.51 Cr7,900 / sq ft1915 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
496,"3 BHK Apartment in Indis Viva CityKondapur, Hyderabad","Specifications 1.53 Cr7,900 / sq ft1945 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
497,"3 BHK Apartment in Indis Viva CityKondapur, Hyderabad","Specifications 1.54 Cr7,900 / sq ft1960 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
498,"3 BHK Apartment in Indis Viva CityKondapur, Hyderabad","Specifications 1.6 Cr7,900 / sq ft2035 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
499,"3 BHK Apartment in Indis Viva CityKondapur, Hyderabad","Specifications 1.64 Cr7,900 / sq ft2080 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
500,"3 BHK Apartment in Lansum Eden GardensKondapur, Hyderabad","Specifications 1.67 Cr7,900 / sq ft2125 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
501,"3 BHK Apartment in Lansum Eden GardensKondapur, Hyderabad","Specifications 1.7 Cr7,900 / sq ft2160 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
502,"3 BHK Apartment in Lansum Eden GardensKondapur, Hyderabad","Specifications 6.59 Cr11,000 / sq ft5999 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
503,"3 BHK Apartment in Lansum Eden GardensKondapur, Hyderabad","Specifications 1.35 Cr7,000 / sq ft1940 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
504,"3 BHK Apartment in Lansum Eden GardensKondapur, Hyderabad","Specifications 1.37 Cr7,000 / sq ft1960 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
505,"3 BHK Apartment in Lansum Eden GardensKondapur, Hyderabad","Specifications 1.38 Cr7,000 / sq ft1980 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
506,"3 BHK Apartment in Lansum Eden GardensKondapur, Hyderabad","Specifications 1.5 Cr7,000 / sq ft2150 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
507,"3 BHK Apartment in Lansum Eden GardensKondapur, Hyderabad","Specifications 1.51 Cr7,000 / sq ft2160 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
508,"3 BHK Apartment in Lansum Eden GardensKondapur, Hyderabad","Specifications 1.55 Cr7,000 / sq ft2225 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
509,"3 BHK Apartment in Lansum Eden GardensKondapur, Hyderabad","Specifications 1.58 Cr7,000 / sq ft2265 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
510,"3 BHK Apartment in Lansum Eden GardensKondapur, Hyderabad","Specifications 1.68 Cr7,000 / sq ft2400 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
511,"3 BHK Apartment in Lansum Eden GardensKondapur, Hyderabad","Specifications 1.71 Cr7,000 / sq ft2455 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
