,villa_name,price,agents,position,locality
512,"3 BHK Apartment in Lansum Eden GardensKondapur, Hyderabad","Specifications 1.6 Cr8,000 / sq ft2000 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
513,"3 BHK Apartment in Lansum Eden GardensKondapur, Hyderabad","Specifications 1.64 Cr8,000 / sq ft2060 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
514,"3 BHK Apartment in Lansum Eden GardensKondapur, Hyderabad","Specifications 1.54 Cr8,000 / sq ft1935 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
515,"3 BHK Apartment in Lansum Eden GardensKondapur, Hyderabad","Specifications 1.14 Cr8,000 / sq ft1435 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
516,"3 BHK Apartment in Lansum Eden GardensKondapur, Hyderabad","Specifications 99.42 L6,750 / sq ft1473 Area in sq ftReady to moveConstruction Status",ProptigerAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
517,"3 BHK Apartment in Lansum Eden GardensKondapur, Hyderabad","Specifications 1.65 Cr6,750 / sq ft2452 Area in sq ftReady to moveConstruction Status",ProptigerAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
518,"3 BHK Apartment in Lansum Eden GardensKondapur, Hyderabad","Specifications 1.31 Cr6,500 / sq ft2030 Area in sq ftUnder ConstructionConstruction Status",vaishnav AgenciesAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
519,"3 BHK Apartment in Lansum Eden GardensKondapur, Hyderabad","Specifications 1.01 Cr6,750 / sq ft1500 Area in sq ftReady to moveConstruction Status",ProptigerAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
520,"3 BHK Apartment in Sai Jyothi Keerthi SignatureKondapur, Hyderabad","Specifications 1.14 Cr7,500 / sq ft1525 Area in sq ftUnder ConstructionConstruction Status",Sainath chowhanAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
521,"3 BHK Apartment in Sai Jyothi Keerthi SignatureKondapur, Hyderabad","Specifications 78 L6,161 / sq ft1266 Area in sq ftUnder ConstructionConstruction Status",PV Real Infra ProjectsAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
522,"3 BHK Apartment in Sai Jyothi Keerthi SignatureKondapur, Hyderabad","Specifications 79.95 L6,500 / sq ft1230 Area in sq ftUnder ConstructionConstruction Status",PV Real Infra ProjectsAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
523,"3 BHK Apartment in Sai Jyothi Keerthi SignatureKondapur, Hyderabad","Specifications 79.95 L6,500 / sq ft1230 Area in sq ftUnder ConstructionConstruction Status",PV Real Infra ProjectsAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
524,"3 BHK Apartment in Sai Jyothi Keerthi SignatureKondapur, Hyderabad","Specifications 79.95 L6,500 / sq ft1230 Area in sq ftUnder ConstructionConstruction Status",PV Real Infra ProjectsAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
525,"3 BHK Apartment in Sai Jyothi Keerthi SignatureKondapur, Hyderabad","Specifications 1.1 Cr6,626 / sq ft1660 Area in sq ftReady to moveConstruction Status",VenkateshAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
526,"3 BHK Apartment in Sai Jyothi Keerthi SignatureKondapur, Hyderabad","Specifications 32 L12,075 / sq ft265 Area in sq ftReady to moveConstruction Status",Pradeep kumarAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
527,"3 BHK Apartment in Sai Jyothi Keerthi SignatureKondapur, Hyderabad","Specifications 88.35 L6,200 / sq ft1425 Area in sq ftReady to moveConstruction Status",Rajesh propertiesAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
528,"3 BHK Apartment in Sai Jyothi Keerthi SignatureKondapur, Hyderabad","Specifications 1.48 Cr6,696 / sq ft2210 Area in sq ftUnder ConstructionConstruction Status",HousingvaultAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
529,"3 BHK Apartment in Sai Jyothi Keerthi SignatureKondapur, Hyderabad","Specifications 60 L6,000 / sq ft1000 Area in sq ftReady to moveConstruction Status",NaveenAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
530,"3 BHK Apartment in Sai Jyothi Keerthi SignatureKondapur, Hyderabad","Specifications 1.29 Cr9,946 / sq ft1297 Area in sq ftReady to moveConstruction Status",Sri pragna property solutionsAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
531,"3 BHK Apartment in Sai Jyothi Keerthi SignatureKondapur, Hyderabad","Specifications 2 Cr11,123 / sq ft1798 Area in sq ftReady to moveConstruction Status",Sri pragna property solutionsAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
532,"3 BHK Apartment in Sai Jyothi Keerthi SignatureKondapur, Hyderabad","Specifications 1.25 Cr9,637 / sq ft1297 Area in sq ftReady to moveConstruction Status",Sri pragna property solutionsAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
533,"3 BHK Apartment in Sai Jyothi Keerthi SignatureKondapur, Hyderabad","Specifications 1.55 Cr10,360 / sq ft1496 Area in sq ftReady to moveConstruction Status",Sri pragna property solutionsAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
534,"3 BHK Apartment in Sai Jyothi Keerthi SignatureKondapur, Hyderabad","Specifications 1.3 Cr8,176 / sq ft1590 Area in sq ftUnder ConstructionConstruction Status",VenkateshAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
535,"3 BHK Apartment in Sai Jyothi Keerthi SignatureKondapur, Hyderabad","Specifications 1.4 Cr8,333 / sq ft1680 Area in sq ftUnder ConstructionConstruction Status",VenkateshAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
536,"3 BHK Apartment in Sai Jyothi Keerthi SignatureKondapur, Hyderabad","Specifications 1.2 Cr9,411 / sq ft1275 Area in sq ftReady to moveConstruction Status",LokalpropertiesAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
537,"3 BHK Apartment in Sai Jyothi Keerthi SignatureKondapur, Hyderabad","Specifications 2.1 Cr10,396 / sq ft2020 Area in sq ftReady to moveConstruction Status",LokalpropertiesAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
538,"3 BHK Apartment in Sai Jyothi Keerthi SignatureKondapur, Hyderabad","Specifications 1 Cr6,849 / sq ft1460 Area in sq ftReady to moveConstruction Status",LokalpropertiesAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
539,"3 BHK Apartment in Sai Jyothi Keerthi SignatureKondapur, Hyderabad","Specifications 32 L12,075 / sq ft265 Area in sq ftReady to moveConstruction Status",TejasAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
540,"1 RK Studio ApartmentKondapur, Hyderabad","Specifications 33 L12,452 / sq ft265 Area in sq ftReady to moveConstruction Status",TejasAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
541,"1 RK Studio ApartmentKondapur, Hyderabad","Specifications 1.55 Cr11,969 / sq ft1295 Area in sq ftReady to moveConstruction Status",Srikanth Rentals property consultancyAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
542,"1 RK Studio ApartmentKondapur, Hyderabad","Specifications 72 L4,500 / sq ft1600 Area in sq ftUnder ConstructionConstruction Status",Swapna SaggamAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
543,"1 RK Studio ApartmentKondapur, Hyderabad","Specifications 68 L3,885 / sq ft1750 Area in sq ftUnder ConstructionConstruction Status",Swapna SaggamAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
544,"1 RK Studio ApartmentKondapur, Hyderabad","Specifications 52 L3,851 / sq ft1350 Area in sq ftUnder ConstructionConstruction Status",Swapna SaggamAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
545,"1 RK Studio ApartmentKondapur, Hyderabad","Specifications 1.2 Cr6,486 / sq ft1850 Area in sq ftReady to moveConstruction Status",Mamathaaruna projectsAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
546,"1 RK Studio ApartmentKondapur, Hyderabad","Specifications 4.91 Cr8,500 / sq ft5780 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
547,"1 RK Studio ApartmentKondapur, Hyderabad","Specifications 3.36 Cr8,500 / sq ft3350 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
548,"1 RK Studio ApartmentKondapur, Hyderabad","Specifications 2.35 Cr9,316 / sq ft2525 Area in sq ftUnder ConstructionConstruction Status",BestpropinAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
549,"1 RK Studio ApartmentKondapur, Hyderabad","Specifications 88.5 L5,900 / sq ft1500 Area in sq ftReady to moveConstruction Status",Pandu ReddyAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
550,"1 RK Studio ApartmentKondapur, Hyderabad","Specifications 88.5 L5,900 / sq ft1500 Area in sq ftReady to moveConstruction Status",Pandu ReddyAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
551,"1 RK Studio ApartmentKondapur, Hyderabad","Specifications 88.5 L5,900 / sq ft1500 Area in sq ftReady to moveConstruction Status",Pandu ReddyAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
552,"1 RK Studio ApartmentKondapur, Hyderabad","Specifications 72 L4,800 / sq ft1500 Area in sq ftReady to moveConstruction Status",Pandu ReddyAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
553,"1 RK Studio ApartmentKondapur, Hyderabad","Specifications 1.35 Cr8,793 / sq ft1540 Area in sq ftReady to moveConstruction Status",Shirisha LoviAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
554,"1 RK Studio ApartmentKondapur, Hyderabad","Specifications 1.09 Cr7,800 / sq ft1400 Area in sq ftReady to moveConstruction Status",Shirisha LoviAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
555,"1 RK Studio ApartmentKondapur, Hyderabad","Specifications 1.68 Cr7,000 / sq ft2400 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
556,"1 RK Studio ApartmentKondapur, Hyderabad","Specifications 1.38 Cr6,300 / sq ft2192 Area in sq ftReady to moveConstruction Status",vaishnav AgenciesAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
557,"1 RK Studio ApartmentKondapur, Hyderabad","Specifications 89 L6,617 / sq ft1345 Area in sq ftReady to moveConstruction Status",Mamathaaruna projectsAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
558,"1 RK Studio ApartmentKondapur, Hyderabad","Specifications 3.25 Cr15,625 / sq ft2080 Area in sq ftResaleNew/Resale",SRI Durga Real EstatesAGENT0,ResaleNew/Resale,"Kondapur, Hyderabad"
559,"1 RK Studio ApartmentKondapur, Hyderabad","Specifications 2.07 Cr9,000 / sq ft2300 Area in sq ftUnder ConstructionConstruction Status",WesproRealtyAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
560,"4 BHK ApartmentKondapur, Hyderabad","Specifications 2.7 Cr8,411 / sq ft3210 Area in sq ftReady to moveConstruction Status",WesproRealtyAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
561,"4 BHK ApartmentKondapur, Hyderabad","Specifications 2.07 Cr9,000 / sq ft2300 Area in sq ftReady to moveConstruction Status",WesproRealtyAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
562,"4 BHK ApartmentKondapur, Hyderabad","Specifications 1.77 Cr9,315 / sq ft1900 Area in sq ftReady to moveConstruction Status",WesproRealtyAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
563,"4 BHK ApartmentKondapur, Hyderabad","Specifications 2.52 Cr9,000 / sq ft2800 Area in sq ftReady to moveConstruction Status",WesproRealtyAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
564,"4 BHK ApartmentKondapur, Hyderabad","Specifications 97 L6,158 / sq ft1575 Area in sq ftReady to moveConstruction Status",MalleshAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
565,"4 BHK ApartmentKondapur, Hyderabad","Specifications 84 L5,793 / sq ft1450 Area in sq ftUnder ConstructionConstruction Status",MalleshAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
566,"4 BHK ApartmentKondapur, Hyderabad","Specifications 87 L4,943 / sq ft1760 Area in sq ftUnder ConstructionConstruction Status",MalleshAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
567,"4 BHK ApartmentKondapur, Hyderabad","Specifications 1.75 Cr8,684 / sq ft2015 Area in sq ftReady to moveConstruction Status",PRKS ConsultingAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
568,"4 BHK ApartmentKondapur, Hyderabad","Specifications 1.16 Cr6,000 / sq ft1940 Area in sq ftUnder ConstructionConstruction Status",vaishnav AgenciesAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
569,"4 BHK ApartmentKondapur, Hyderabad","Specifications 1.18 Cr6,300 / sq ft1880 Area in sq ftReady to moveConstruction Status",vaishnav AgenciesAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
570,"4 BHK ApartmentKondapur, Hyderabad","Specifications 35 L9,589 / sq ft365 Area in sq ftReady to moveConstruction Status",Hi-Tech PropertyAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
571,"4 BHK ApartmentKondapur, Hyderabad","Specifications 3.75 Cr13,888 / sq ft2700 Area in sq ftResaleNew/Resale",WesproRealtyAGENT0,ResaleNew/Resale,"Kondapur, Hyderabad"
572,"4 BHK ApartmentKondapur, Hyderabad","Specifications 76 L5,390 / sq ft1410 Area in sq ftReady to moveConstruction Status",MalleshAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
573,"4 BHK ApartmentKondapur, Hyderabad","Specifications 1.09 Cr7,126 / sq ft1530 Area in sq ftReady to moveConstruction Status",Royal Rajputana CoAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
574,"4 BHK ApartmentKondapur, Hyderabad","Specifications 86 L6,615 / sq ft1300 Area in sq ftReady to moveConstruction Status",Royal Rajputana CoAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
575,"4 BHK ApartmentKondapur, Hyderabad","Specifications 80.08 L6,500 / sq ft1232 Area in sq ftReady to moveConstruction Status",Royal Rajputana CoAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
576,"4 BHK ApartmentKondapur, Hyderabad","Specifications 59 L4,426 / sq ft1333 Area in sq ftUnder ConstructionConstruction Status",satyamAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
577,"4 BHK ApartmentKondapur, Hyderabad","Specifications 72.33 L6,027 / sq ft1200 Area in sq ftUnder ConstructionConstruction Status",satyamAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
578,"4 BHK ApartmentKondapur, Hyderabad","Specifications 1.15 Cr7,187 / sq ft1600 Area in sq ftUnder ConstructionConstruction Status",satyamAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
579,"4 BHK ApartmentKondapur, Hyderabad","Specifications 90 L6,923 / sq ft1300 Area in sq ftUnder ConstructionConstruction Status",satyamAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
580,"2 BHK ApartmentKondapur, Hyderabad","Specifications 90 L6,923 / sq ft1300 Area in sq ftUnder ConstructionConstruction Status",satyamAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
581,"2 BHK ApartmentKondapur, Hyderabad","Specifications 36 L3,000 / sq ft1200 Area in sq ftUnder ConstructionConstruction Status",satyamAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
582,"2 BHK ApartmentKondapur, Hyderabad","Specifications 5.5 Cr12,035 / sq ft4570 Area in sq ftReady to moveConstruction Status",vaishnav AgenciesAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
583,"2 BHK ApartmentKondapur, Hyderabad","Specifications 2.4 Cr8,888 / sq ft2700 Area in sq ftNewNew/Resale",Royal Rajputana CoAGENT0,NewNew/Resale,"Kondapur, Hyderabad"
584,"2 BHK ApartmentKondapur, Hyderabad","Specifications 89 L6,402 / sq ft1390 Area in sq ftUnder ConstructionConstruction Status",MalleshAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
585,"2 BHK ApartmentKondapur, Hyderabad","Specifications 2.8 Cr9,655 / sq ft2900 Area in sq ftReady to moveConstruction Status",Srikanth Rentals property consultancyAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
586,"2 BHK ApartmentKondapur, Hyderabad","Specifications 20.84 Cr20,000 / sq ft10422 Area in sq ftResaleNew/Resale",AnudeepAGENT0,ResaleNew/Resale,"Kondapur, Hyderabad"
587,"2 BHK ApartmentKondapur, Hyderabad","Specifications 1.42 Cr8,049 / sq ft1765 Area in sq ftUnder ConstructionConstruction Status",ViswanadhAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
588,"2 BHK ApartmentKondapur, Hyderabad","Specifications 1.8 Cr10,011 / sq ft1798 Area in sq ftReady to moveConstruction Status",ViswanadhAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
589,"2 BHK ApartmentKondapur, Hyderabad","Specifications 1.22 Cr7,686 / sq ft1590 Area in sq ftReady to moveConstruction Status",RajAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
590,"2 BHK ApartmentKondapur, Hyderabad","Specifications 32 L12,121 / sq ft264 Area in sq ftReady to moveConstruction Status",ramavenuAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
591,"2 BHK ApartmentKondapur, Hyderabad","Specifications 1.16 Cr7,606 / sq ft1525 Area in sq ftUnder ConstructionConstruction Status",Dhruva Sai Infrastructure Pvt ltdAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
592,"2 BHK ApartmentKondapur, Hyderabad","Specifications 1.55 Cr10,360 / sq ft1496 Area in sq ftReady to moveConstruction Status",Square PropertiesAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
593,"2 BHK ApartmentKondapur, Hyderabad","Specifications 1.85 Cr10,289 / sq ft1798 Area in sq ftReady to moveConstruction Status",Square PropertiesAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
594,"2 BHK ApartmentKondapur, Hyderabad","Specifications 1.3 Cr10,023 / sq ft1297 Area in sq ftReady to moveConstruction Status",Square PropertiesAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
595,"2 BHK ApartmentKondapur, Hyderabad","Specifications 1.35 Cr10,408 / sq ft1297 Area in sq ftReady to moveConstruction Status",Square PropertiesAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
596,"2 BHK ApartmentKondapur, Hyderabad","Specifications 1.2 Cr8,510 / sq ft1410 Area in sq ftReady to moveConstruction Status",Square PropertiesAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
597,"2 BHK ApartmentKondapur, Hyderabad","Specifications 1.5 Cr8,450 / sq ft1775 Area in sq ftReady to moveConstruction Status",Square PropertiesAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
598,"2 BHK ApartmentKondapur, Hyderabad","Specifications 2.12 Cr8,500 / sq ft2500 Area in sq ftReady to moveConstruction Status",venkateshAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
599,"2 BHK ApartmentKondapur, Hyderabad","Specifications 71.56 L4,868 / sq ft1470 Area in sq ftUnder ConstructionConstruction Status",Soniya EstateAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
